ID,ASV_1,ASV_2,ASV_3,ASV_4,ASV_5,ASV_6,ASV_7,ASV_8,ASV_9,ASV_10,ASV_11,ASV_12,ASV_14,ASV_15,ASV_16,ASV_17,ASV_18,ASV_19,ASV_20,ASV_21,ASV_23,ASV_24,ASV_25,ASV_27,ASV_28,ASV_30,ASV_31,ASV_32,ASV_33,ASV_34,ASV_35,ASV_36,ASV_37,ASV_40,ASV_41,ASV_44,ASV_45,ASV_46,ASV_47,ASV_50,ASV_51,ASV_52,ASV_53,ASV_54,ASV_55,ASV_56,ASV_57,ASV_58,ASV_59,ASV_60,ASV_61,ASV_62,ASV_63,ASV_65,ASV_66,ASV_67,ASV_68,ASV_71,ASV_75,ASV_76,ASV_78,ASV_80,ASV_81,ASV_84,ASV_85,ASV_87,ASV_89,ASV_92,ASV_94,ASV_95,ASV_96,ASV_97,ASV_98,ASV_99,ASV_101,ASV_103,ASV_104,ASV_105,ASV_106,ASV_109,ASV_110,ASV_112,ASV_116,ASV_117,ASV_119,ASV_120,ASV_121,ASV_122,ASV_124,ASV_125,ASV_127,ASV_128,ASV_131,ASV_132,ASV_135,ASV_138,ASV_139,ASV_141,ASV_144,ASV_145,ASV_148,ASV_160,ASV_164,ASV_166,ASV_169,ASV_170,ASV_173,ASV_175,ASV_183,ASV_189,ASV_193,ASV_197,ASV_202,ASV_203,ASV_209,ASV_211,ASV_219,ASV_222,ASV_224,ASV_225,ASV_246,ASV_254,ASV_273,ASV_274,ASV_276,ASV_293,ASV_308,ASV_319,ASV_351,ASV_352,Group
206700,2.34428374908999,1.49628684253504,11.762487755034,0,0,0,0,0,0,9.74563736616228,0,9.12491464469519,0,8.06917651095562,0,0,0,0,0,0,11.8707829882266,4.68215338784638,0,0,9.2717325166379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18278736971826,0,0,6.69792070370469,0,0,0,0,0,0,8.08425183141772,0,0,4.05700179700952,0,7.43410201133846,0,0,0,0,7.89887260076763,9.44406986879046,0,0,0,6.34428374908999,5.92255159723714,7.01670909106149,0,4.00724876181242,2.75932124836884,0,0,0,0,0,7.8091697978194,0,0,0,0,0,0,0,0,3.12855505803456,0,1.49628684253504,0,0,0,0,0,0,0,0,0,7.11393796196237,0,0,2.69792070370469,0,0,0,2.0812493432562,1.98171366970528,0,0,0,6.05700179700952,0,0,0,0,0,0,0,2.98171366970528,0,0,0,0,0,0,0,CD
206701,5.34321725739279,0,13.3471461389666,3.93722489771695,0,0,0,0,3.86322431627318,3.31573652097068,0,0,0,0,0,0,0,0,0,0,0,1.61529680282959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86322431627318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61529680282959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64871980436704,0,0,0,0,0,0,0,0,0,CD
206702,5.45188524178693,0,14.5845368568035,4.99245362314963,0,0,3.47788045031987,0,3.47788045031987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67052552826227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06284295104103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47788045031987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD
206703,8.70719891383701,5.56588236223368,3.73400512104201,2.48869830775756,0,3.28892879538178,0,3.62507074948884,0.215679813351141,1.05698206733208,3.28176900380891,5.40715034507472,3.77026866502878,4.78553542168209,2.59650159729207,5.41043666777339,0,5.77792223757221,7.17278185491343,2.61940199940215,4.66963630192229,5.01873459797512,2.73924176940815,3.81062640264492,5.66276303956079,1.63071731262998,0,-0.199357685927703,0,2.78046443213467,1.58491362301686,0,2.41207702615464,0,2.34496283029611,0,0,3.73924176940815,0,0.916119531492233,0.760000329574951,2.47620736357436,1.56145465019287,3.59650159729207,2.63071731262998,1.154279268687,0,2.93449806080709,3.19295973685106,3.16987612373802,0,1.41207702615464,3.17761177251762,3.24542715674519,3.35181650133717,4.07780053883964,4.22690706877439,2.64194456805324,2.26007393270959,0,1.73924176940815,0,4.12257040895966,0,0,0,-1.1993576859277,3.1620987731463,2.47620736357436,-1.78432018664886,-1.1993576859277,1.5376079082385,0.630717312629985,2.3172178398132,0.488698307757557,2.78046443213467,0,-0.281819846119676,2.16987612373802,0,0,0,0,0,1.98826931724807,-0.462392091761497,2.10645074359638,2.76000032957495,0,3.58491362301686,0.023034735408745,0,1.51336036199183,1.12257040895966,0,-0.047354592482653,-0.281819846119676,2.82054187151,1.63071731262998,0,0,0.215679813351141,0,1.09014893126728,0,-0.462392091761497,1.76000032957495,-2.36928268737002,0.87864482607357,-0.369282687370015,0,-1.78432018664886,0,-0.668842969228923,-2.04735459248265,0,0.630717312629985,0,0,-1.56192776531241,0,0,0,-1.04735459248265,0,-0.047354592482653,0,0,-0.909851068732718,-0.369282687370015,Control
206704,7.43878332390693,6.12844320329478,3.93419766134632,2.1327433407284,0,3.01095486033036,2.46289194242073,4.01841066524941,0.276478818189853,1.11893754120337,2.34923516062517,6.45467143561577,4.69926859319288,4.9163496600134,3.31936463104303,5.60584989626278,0,5.42271828938048,5.83740455432018,1.79353725440921,4.44640381963216,5.76833191451953,2.14641827762548,4.87997727034844,6.31558695137504,2.23867678547747,0,0,0,4.22906945780343,1.3957777465622,0,3.00346032378344,0,2.45192082459973,0,0,3.13959701176947,0,3.61817016789864,1.3253884186708,4.09445485600403,1.09092316503378,2.45192082459973,3.97308667473992,0,0,4.0659562495172,1.62795118869123,2.76722597729336,0,2.18668214783921,3.67116325551253,4.68996085096665,4.33736106033687,3.67588566575493,3.89423125402868,3.4899601856189,3.91435284994945,0,0.877929441699578,0,3.9921450105556,0,0,0,-1.12207055830042,2.72227857123938,2.37269413344916,-0.411577175495407,-1.58150217693772,0.547780840007247,0,1.19985753658694,0.325388418670799,3.09092316503378,0,1.11893754120337,1.17338532522575,0,0,-2.58150217693772,0,0,1.98835343139323,0.462891942420734,0.776049827680364,1.66642533650587,0,3.01095486033036,-0.49403933568738,0,1.3253884186708,1.56824494256696,0,2.01841066524941,2.15996480946343,2.48458701352005,0.740425917949643,0,0,1.09092316503378,0,-0.774147254880116,0,-0.674611581329201,2.80220211553633,-1.99653967621656,2.21291368941239,0.173385325225749,0,-0.259574082050357,-1.12207055830042,-2.25957408205036,-1.25957408205036,0,0.372694133449156,0,0,0,0,0,0,0,0,0.276478818189853,0,1.14641827762548,-0.774147254880116,-1.77414725488012,Control
206708,10.1171558286522,9.59363896738428,2.12135861379852,4.98039769114505,-0.625875315821515,0,6.61933781292503,3.98462227700678,2.7565943210009,7.44788372279598,0,6.19430364659367,7.00971325796961,-0.625875315821515,6.16295951826529,3.79558845261676,0,2.44941281148272,3.98462227700678,2.67529421889905,0,5.52966576745814,0.267209480261973,3.41225981306526,1.21062595189561,6.28957729329043,0,3.12135861379852,7.06162534661208,5.5639492430585,0,1.32165726428435,1.15173226284204,0,0,4.06661564920409,5.44941281148272,3.32165726428435,0.374124684178485,5.16668260430801,0,1.61116388147933,2.65423260337122,2.69605277906585,4.80994374559383,0,0,0,1.92432176673896,5.74667885213582,5.55545444889305,5.07852241588826,0,1.99303451682298,4.35467232151231,0,0,2.95908718489964,1.77622312774983,5.05460979594393,0.026201380758178,0,0,2.37412468417848,3.18147960623609,3.09033171817789,0,0,0,0,0,0,0,1.32165726428435,0,0,4.56112319897974,1.02620138075818,0,3.18147960623609,0,0,3.69605277906585,0,0,0,0,0,0,0.151732262842037,0,0,0.888697857008243,3.00971325796961,1.85217198098313,1.42475075724845,0.65423260337122,2.69605277906585,0,0,0,0,0,0,0,1.09033171817789,0,0.959087184899641,0,0,0.151732262842037,0,2.26720948026197,0,0,0,0,0,0,0,0,0,0,0,1.15173226284204,-0.625875315821515,0,0,0,0,CD
206709,10.6910702643752,9.34015619968548,2.37437191502339,6.79651047067738,0,0,5.17447709800161,3.68103325325744,2.73130645973867,5.40566804551293,0,5.74360572468911,5.05323455462603,1.93379932363741,5.33914342671241,2.18533809063337,0,3.94236133714083,5.01315711525069,3.09607075253629,0,4.23496885835797,0.000913519495945,5.93594459546896,2.67076491780361,5.43932735686416,0.24192161899974,1.8268841197209,4.6021778325462,4.43629966416659,0,2.00091351949595,0.000913519495945,0,0,3.1264444015798,3.854364856143,2.29636940302212,2.18533809063337,2.54148190085865,0,-0.458518099141352,4.04927654105734,4.94236133714083,3.73130645973867,0,0,0.000913519495945,0,6.93808668204051,4.24192161899974,3.38697195180302,1.71140690230096,0.000913519495945,1.8268841197209,1.34883682291625,0,0,0.126444401579804,4.31626896045982,0.71140690230096,0,0,3.9251861933327,3.34883682291625,4.39946289598622,0,2.24192161899974,0,1.39946289598622,-0.458518099141352,0,0,1.78940941430223,0,0.126444401579804,4.17083852093826,-0.13659000425399,0,2.34883682291625,0,0,3.26940235542185,-0.13659000425399,2.00091351949595,0,0,0.628944742108988,0,0.348836822916252,-0.458518099141352,0,0,2.51876182435856,0,-0.458518099141352,1.18533809063337,0,0,0,0,0,0.000913519495945,0,3.51876182435856,0.24192161899974,0,0,0,-2.45851809914135,-0.873555598420195,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29636940302212,-0.873555598420195,0,0,0,0,CD
206710,10.0450716731102,9.71873925296583,0.616851100293852,3.04981050756996,0,2.56794149981291,6.80667565917387,0,0,6.43617866401753,7.65686677914173,3.84951185708413,8.06751250930342,7.71277552029239,2.79742334593567,0,0,5.08064791149255,0,3.16939212332263,0,2.51731542674294,0,0,2.0318885995727,4.32467034880054,2.20181360101501,0,6.19578981338724,0,0,2.79742334593567,4.75435462404379,0,2.97674704538024,0,4.56794149981291,0,0,5.66706254624762,0,3.59260355404718,0,4.77065643637289,0,0,0,0,2.70996050468533,0,3.97674704538024,4.86477861373744,0,2.8184849614635,3.11935144082304,3.29492300540649,4.21775514488403,5.74887949397764,3.06751250930342,1.8392435216303,1.75435462404379,0,1.4648480068488,0,0,0.957888018128919,3.77604969514311,1.61685110029385,0,0.031888599572696,0.709960504685334,2.85970762419002,0,0.797423345935673,0,2.32467034880054,0,3.16939212332263,0,0,0,-0.290039495314666,0,-1.70507699459351,0,0,0,0,0,0,3.13622525938743,0,2.8184849614635,0,0,2.26454935636297,5.16528772498989,0,3.70996050468533,0,1.66415681507221,0,0,0,0,0.169392123322631,1.95788801812892,2.75435462404379,0,3.0318885995727,1.4648480068488,0,0,-1.70507699459351,-0.290039495314666,0,0,2.13622525938743,0,0,-1.29003949531467,0.957888018128919,0.709960504685334,0,-1.29003949531467,0,0,0,0,-0.482684573257062,Control
206711,10.2822654840009,9.69323331897069,-0.047390725518721,3.47617123053829,0,2.53757177520244,7.46436192824866,0,0,8.06374494471599,8.09407782987436,5.11248061125967,9.19399663848021,8.14490208895205,4.08189229142625,0,0,4.78549928864602,0,3.46040391467998,0,2.31016127909936,0,0,1.53757177520244,4.57466109393765,2.08189229142625,0,7.05720802804565,0,0,3.12253427592359,5.75027080033504,0,2.20053678792486,0,5.22407230238565,0,0,7.63823411420763,0,4.53003810251703,0,3.89512377982052,0,0,0,0,2.31016127909936,0,5.22873367975552,5.03475831583515,0,4.15228161931764,3.94129396125344,2.62503461645277,5.08703559470221,6.94129396125344,2.08189229142625,1.65304899262237,2.12253427592359,0,1.70749677664475,0,0,0,2.97497708750973,0.952609274481279,0,1.95260927448128,1.12253427592359,3.16206264011023,0,1.34492669726004,0,0,0,4.37046178936718,0,0,0,0,0,0.122534275923591,0,0,-1.46242822479756,0,0,0,2.73396898800594,0,0,0,0,0,4.87742177808706,0,4.01869846493905,0,1.75996419653888,0,0,0,0,1.47617123053829,1.04007211573162,0.759964196538883,0,0.952609274481279,0.952609274481279,0,0,-0.047390725518721,0,0,0,2.56731911859649,0,0,0,0,0.412040893118576,0,0,0,0,0,0,0.122534275923591,Control
206718,0,9.40302793831928,-0.260233650628037,0,10.7045885165987,7.93205916384273,5.66655650241819,5.42626687655518,3.94921971500091,6.35202054176086,0,6.28923016887173,6.17161213633736,-0.523268056461831,4.70169830853844,6.03744689801265,0,1.8552435667919,0,5.35937499290001,0,0.324728850093119,1.79866003842553,3.8552435667919,0.476731943538169,0,0,0,4.39320858797589,0.962158770708411,5.83428394815625,0,6.14915728550966,3.96215877070841,0,0,0,0,0,5.57686861482362,0,0,6.59774734449954,3.13208377215072,4.0736670859254,0,0,0,3.22089303910858,5.6142354672881,1.54712127142957,4.23161944570164,5.87590303735799,0,2.44020606751306,0,4.96215877070841,6.16323247072139,0.614235467288104,4.92959090825198,1.79866003842553,0,0,0,0,0,0,0,0,1.32472885009312,-0.037841229291589,1.40273136209439,0,4.42159038934571,0,0,0,0.739766349371963,1.54712127142957,0,0,0,0,0,-0.260233650628037,0,0,0,0,0,0,0,0,0.962158770708411,2.28408686559577,1.67836580470782,0,0,2.64665694498048,0,4.49465385153543,0,1.32472885009312,2.19919796800926,0,0.962158770708411,0,0,1.6142354672881,0,0.476731943538169,0,-0.845196151349193,0,2.24226668990115,0,0,0,0.324728850093119,0,0,0,2.06169444425933,0,0,0,0,0,0,0,Control
